Lender,IDs,Loan Count,Total Amount,Total Employees,Traditional
"Freedom Bank, Inc.",[74970],122,7965412.71,1276.0,1
Freedom CU,"[98617, 104609]",305,15997965.59,2428.0,0
Freedom Financial Bank,[123481],180,28268065.5,2626.0,1
Freedom Northwest CU,[96230],261,10537773.83,1376.0,0
Freedom of Maryland FCU,[98109],105,3804506.95,551.0,0
FreedomBank,[24995],695,18040523.939999998,2378.0,1
Freehold Bank,[87267],179,14947337.0,1670.0,1
Freeport State Bank,[38095],251,7181268.25,820.0,1
Fremont Bank,[5280],3211,624891441.92,56553.0,1
"Fresno Madera Farm Credit, ACA",[528990],213,39706031.79,5166.0,0
Friend Bank,[3282],507,21263029.529999997,3026.0,1
Frontier Bank,"[15602, 119171, 42342]",2178,116455324.0,13164.0,1
Frontier Bank of Texas,[447613],413,41982747.71999999,4568.0,1
"Frontier Farm Credit, ACA",[528991],564,16542807.620000001,1207.0,1
Frontier State Bank,[59191],276,21410840.0,2725.0,1
Frontwave CU,[91665],273,11996467.71,1625.0,0
Frost Bank,[71783],30806,4634358156.97,513484.0,1
"Fulton Bank, National Association",[60701],16654,2704760197.4300003,225376.0,1
"Fund-Ex Solutions Group, LLC",[518995],1907,208071246.40000004,27395.0,0
"Fundbox, Inc.",[529253],12366,316781082.47,39963.0,0
Fusion Bank,[26099],196,8553946.3,799.0,1
G W Jones Exchange Bank,[36042],95,3084207.71,604.0,0
GBC International Bank,[5564],1896,185866790.95999998,20804.0,1
GBank,[450833],600,84949350.0,9570.0,1
GECU,[105986],1175,46062187.74,7682.0,0
GFA FCU,[98333],250,14097903.04,1803.0,0
GNB Bank,[25057],822,39618297.769999996,4732.0,1
"GNBank, National Association",[25911],2218,92588221.71000002,10177.0,0
GTE FCU d/b/a GTE Financial,[94337],10,635112.37,59.0,0
Garden Plain State Bank,[25894],162,10534333.27,1252.0,1
Gate City Bank,[77898],2326,71495175.24,9975.0,1
Gateway Bank,[358512],534,54168574.05,5331.0,1
"Gateway Bank, FSB",[89895],877,53337082.5,5537.0,0
Gateway Commercial Bank,[452249],261,33777585.4,3822.0,1
Gather FCU,[95245],133,3801448.74,542.0,0
General Electric Empl FCU,[93569],33,1717774.3399999999,146.0,0
Generations Bank,"[50248, 42169, 4367]",1105,55580962.58,8141.0,1
Genesee Co-Op FCU,[110019],217,4407194.97,578.0,0
Genesee Regional Bank,[112131],866,196562223.0,18785.0,1
Genisys CU,[98740],478,20916381.5,2917.0,0
Genoa Community Bank,[42197],150,3724066.34,422.0,1
GenuBank,[455905],96,18534698.46,1869.0,1
Georgia Banking Company,[243726],101,6145364.5200000005,1072.0,1
Georgia Community Bank,[124273],321,17038848.310000002,2435.0,1
Georgia Primary Bank,[451141],610,75834354.28999998,9089.0,1
Georgia's Own Credit Union,[95003],493,15501557.060000002,1804.0,1
German American Bank,[23790],6323,569042526.5999999,67230.0,1
German-American State Bank,[21434],482,13089817.04,1496.0,1
Germantown Trust & Savings Bank,[21431],316,17812500.009999998,2183.0,1
Gesa CU,[107538],586,49812542.03999999,6071.0,0
Gibsland Bank & Trust Company,[28240],558,37888331.98,5462.0,1
Glacier Bank,[87893],23862,2102306637.3400006,254008.0,1
Glennville Bank,[19460],274,11401746.240000002,1989.0,1
Glens Falls National Bank and Trust Company,[47268],1751,173791676.0,22648.0,1
Glenwood State Bank,[25033],232,11910789.09,1160.0,1
Glenwood State Bank Incorporated,[38123],902,46903260.0,5582.0,0
Global Federal Credit Union,[90739],3125,154762499.49,18474.0,1
Global Innovations Bank,[38286],114,5426715.0,516.0,1
Gogebic Range Bank,[262597],267,15319810.829999998,2262.0,1
Gold Coast Bank,[447508],270,34044560.0,3633.0,1
"Golden Bank, National Association",[70400],2045,138598751.79999998,23718.0,1
"Golden Belt Bank, FSA",[80066],432,14523050.0,1794.0,1
"Golden State Farm Credit, ACA",[528992],129,17651996.07,1939.0,0
Golden Valley Bank,[440851],755,126552069.14999999,13078.0,1
Goldenwest FCU,[106885],1596,122389946.83000001,16745.0,0
Goodfield State Bank,[21458],269,13211015.99,1834.0,1
Goppert Financial Bank,[41047],490,13562406.329999998,1509.0,1
Goppert State Service Bank,[25903],646,17811043.87,2163.0,1
Gorham Savings Bank,[29691],1512,142812006.39999998,16034.0,1
Grand Bank,[122884],882,73698009.38,7825.0,1
Grand Marais State Bank,[38186],253,12918597.23,1850.0,1
Grand Rapids State Bank,[38190],315,26232351.61,3132.0,1
Grand Ridge National Bank,[21460],377,38619175.830000006,4515.0,1
Grand River Bank,[464533],568,92095537.17000002,8991.0,1
Grand Savings Bank,[90222],1001,58627098.9,7406.0,1
Grand Valley Bank,[15543],481,29156023.56,3769.0,1
Granite Bank,[36743],1168,85878360.47,9247.0,1
Granite State CU,[100709],209,5783218.0,797.0,0
Grant County Bank,[26617],270,13724921.07,1344.0,1
Grant County State Bank,"[24337, 52699]",296,9680791.09,1652.0,1
"Grasshopper Bank, National Association",[525595],37,7850760.659999998,521.0,0
Grasslands FCU,[100422],328,5593807.77,595.0,0
Great American Bank,[124363],519,28501894.79,4043.0,1
Great Lakes CU,[95688],233,5700616.18,779.0,0
Great Oaks Bank,[19423],455,38451900.0,4940.0,1
Great Plains Bank,[66517],1194,34736864.0,3520.0,1
Great Plains National Bank,[58996],4316,244706656.96,22779.0,1
Great Plains State Bank,[42591],391,30521510.7,3498.0,1
Great Rivers Bank,[20309],259,9003975.04,1548.0,1
Great Southern Bank,"[82034, 39708]",3073,194202301.08999994,25394.0,1
Greater Community Bank,[119898],494,76814263.67999999,10355.0,0
Greater Iowa CU,[96986],182,4898925.2,704.0,0
Greater Nevada CU,[100631],6946,652453172.9100001,67125.0,0
Green Belt Bank & Trust,[25118],986,35855565.1,3748.0,1
GreenState CU,[97100],639,17429647.0,2231.0,0
Greenfield Banking Company,[23190],684,54776058.71,5895.0,1
Greenfield Co-Operative Bank,[89221],439,31625780.52,3935.0,1
Greenfield Savings Bank,[32838],1222,98245478.71000001,12699.0,1
"Greenstone Farm Credit Services, ACA",[493864],4859,230938348.57999998,32411.0,1
Greenville National Bank,[57625],707,30236502.1,3647.0,1
Greenwood CU,[104778],307,27451353.47,3019.0,0
Greylock FCU,[98464],953,62366428.0,7327.0,0
Grinnell State Bank,[25054],517,30736283.949999996,4271.0,1
Grove Bank & Trust,[17319],564,43416268.0,4053.0,1
"Grow America Fund, Incorporated",[199896],2421,194728448.34000003,22578.0,0
Grow Financial FCU,[94465],1865,35357658.0,5718.0,0
Grundy Bank,[22089],502,23632635.949999996,3018.0,1
Guaranty Bank,[459652],1255,129945873.12999998,18130.0,1
Guaranty Bank & Trust Company,[39146],2658,200056762.13,26942.0,0
"Guaranty Bank & Trust Company of Delhi, Louisiana",[28210],255,11838240.15,2068.0,0
"Guaranty Bank & Trust, National Association",[71476],3035,305891272.01,35850.0,0
Guaranty Bank and Trust Company,[29185],327,15200211.9,2278.0,1
Guaranty State Bank and Trust Company,[25711],659,16718305.97,1809.0,1
Guardian Bank,[224527],28,1469536.0,215.0,1
Guardians CU,[94575],1135,22149200.0,2968.0,0
Gulf Atlantic Bank,[528606],17,1663099.75,204.0,1
Gulf Capital Bank,[528863],352,132777740.55000001,11389.0,1
Gulf Coast Bank,[28002],2296,170951183.99999997,20352.0,1
Gulf Coast Bank and Trust Company,[116770],3707,399726441.56,51564.0,1
Gulfside Bank,[523330],280,38448504.46,4090.0,1
Guthrie County State Bank,[25060],458,12904426.09,1423.0,1
H P C CU,[99037],285,8597610.120000001,1256.0,0
HCN Bank,[5313],113,9016010.18,1002.0,1
HNB First Bank,[2036],615,24199303.880000003,3299.0,1
HNB National Bank,[40615],1302,46701264.73,7181.0,1
HOMEBANK,[41204],1146,47384477.82,6479.0,1
"HSBC Bank USA, National Association",[378617],6154,1682478295.98,127807.0,1
HTLF Bank,[444645],6355,1411695060.13,148361.0,1
Haddon Savings Bank,[78886],230,52114303.37,5205.0,1
"Hana Small Business Lending, Inc.",[446646],796,41672494.45,5977.0,0
Hancock Whitney Bank,[39232],21204,3327070020.589999,353838.0,1
Hanin FCU,[119829],211,9530100.05,3018.0,0
Hanmi Bank,[5597],4460,440675405.40000004,63130.0,1
Hanover Community Bank,[462816],2474,363049109.97,38839.0,1
Hanscom FCU,[98350],262,12069686.29,1194.0,0
HarborOne Bank,[98258],1856,237756032.31,24264.0,1
Hardin County Savings Bank,[24958],376,14550671.69,1394.0,1
Harford Bank,[29905],1597,109795556.86,15754.0,1
Harlem Entrepreneur Fund,[530385],75,4031378.29,339.0,0
Harmony Bank,[433720],1048,118503107.88999999,12260.0,1
Harvest Bank,[38287],539,17935625.75,2398.0,1
"Harvest Small Business Finance, LLC",[509316],218109,5668839108.589998,409737.0,0
Harvesters Credit Union,[94364],170,5596098.69,854.0,1
Haven Savings Bank,[85714],564,32319834.74,3289.0,1
Haverhill Bank,[89268],473,57617095.68,5418.0,1
Hawaii Central FCU,[95200],16,935013.06,80.0,0
Hawaii Community FCU,[95252],172,4798065.2,643.0,0
Hawaii First FCU,[95239],119,2329438.75,331.0,0
Hawaii National Bank,[20115],1252,146711146.98000002,16552.0,1
HawaiiUSA FCU,[95287],519,19068643.869999997,2213.0,0
Hawthorn Bank,[40274],2286,131790097.65,17149.0,1
Health Advantage FCU,[99337],69,3116100.0,543.0,0
Heart of Louisiana FCU,[97534],29,702041.0,102.0,0
Hearthside Bank Corporation,[88759],304,20174629.100000005,2723.0,1
Heartland Bank,"[25488, 57467, 42196]",3897,259845945.40999997,30651.0,1
Heartland Bank and Trust Company,[20402],5487,372302686.28,49330.0,1
Heartland CU,"[97218, 108212]",912,34249827.099999994,4779.0,0
Heartland National Bank,[124139],689,39016010.0,5700.0,1
Heartland State Bank,"[52720, 66720]",708,14998028.79,1647.0,1
Heartland Tri-State Bank,[25808],343,8526202.86,1038.0,0
Hebron Savings Bank,[30707],543,68757988.05000001,9215.0,1
Henderson State Bank,[42244],403,13522897.05,1587.0,1
Hendricks County Bank and Trust Company,[22979],300,15349974.610000001,1986.0,1
Heritage Bank,"[42722, 24836, 323410, 81191]",8207,1309875052.8799999,130788.0,1
Heritage Bank & Trust,[438282],145,9422014.0,1181.0,1
Heritage Bank Minnesota,[39020],342,6730692.7,868.0,1
Heritage Bank of Commerce,[119056],1770,523635696.5799999,41850.0,1
Heritage Bank of Schaumburg,[22550],54,3630293.6799999997,535.0,1
Heritage Bank of St. Tammany,[89158],128,3569770.46,415.0,0
Heritage Bank of the Ozarks,[338002],513,19976612.240000002,2640.0,1
"Heritage Bank, Inc.",[116820],1767,163824184.76999998,22035.0,1
"Heritage Bank, National Association",[39042],1283,109749446.49000001,11361.0,1
Heritage Community Bank,[40228],241,14354128.79,1519.0,1
Heritage FCU,[96819],239,5553500.0,1023.0,0
Heritage Family FCU,[107022],586,24366925.23,3517.0,0
Herring Bank,[72057],743,42539277.78,6916.0,1
Hiawatha Bank and Trust Company,[122253],226,7843150.499999999,1063.0,0
Hiawatha National Bank,[75967],1001,130015888.45000002,14492.0,1
Hickory Point Bank and Trust,[21387],571,74910266.07000001,9950.0,1
High Country Bank,[83040],565,24993509.7,2815.0,1
High Plains Bank,"[59024, 15422]",1406,71696373.18,8251.0,1
High Plains Farm Credit,[528993],323,7134985.510000001,632.0,0
Highland Bank,[38837],859,148456170.91,14619.0,1
Highmark FCU,[105088],240,7524508.12,1045.0,0
Highpoint Community Bank,[35304],983,54781590.629999995,6270.0,1
Hills Bank and Trust Company,[25080],2421,183867736.38,22053.0,1
Hilltop National Bank,[77115],986,70679640.72999999,7620.0,1
Hingham Institution for Savings,[32859],52,13443812.129999999,897.0,1
"Hinsdale Bank & Trust Company, National Association",[118813],1416,320244505.07,29835.0,1
Hiway CU,[99688],288,6461802.42,1044.0,0
Hodge Bank & Trust Company,[28292],46,1576181.81,196.0,1
Holcomb Bank,[21539],281,22660057.75,2243.0,1
Holmes County Bank & Trust Co.,[39518],158,3089388.8200000003,557.0,0
Holy Rosary CU,[100183],126,1840324.7099999997,232.0,0
Holy Rosary Regional CU,[100666],115,3407447.25,560.0,0
Holyoke CU,[98365],94,2603866.07,338.0,0
Home Bank and Trust Company,[25828],236,11840498.86,1748.0,1
"Home Bank, National Association",[78563],5653,474350153.04999995,57935.0,1
"Home Bank, SB",[84421],388,19219298.75,3868.0,0
Home Federal Bank,[77438],584,68600109.38,8152.0,1
Home Federal Bank of Tennessee,[82813],964,116689840.06000002,14007.0,1
Home Federal Savings & Loan Association of Grand Island,[81909],470,26055842.78,3282.0,0
Home Federal Savings Bank,[81242],837,80774024.18,9368.0,1
"Home Loan Investment Bank, F.S.B.",[120823],95,10509078.21,1410.0,1
Home Loan State Bank,[110277],350,39925541.98,4240.0,1
"Home Savings & Loan Association of Carroll County, F.A.",[78078],167,2675863.7800000003,319.0,0
Home State Bank,"[25122, 38267, 25430]",820,43762206.32,4718.0,1
"Home State Bank, National Association",[21163],834,85722784.0,9478.0,0
HomeBank Texas,[71871],313,34833267.02,3537.0,1
HomeStreet Bank,[110523],3155,455054631.0,47547.0,1
HomeTown Bank,[88597],680,50278692.480000004,4853.0,1
HomeTrust Bank,[77468],2264,253658219.95000002,31497.0,1
Homefield Credit Union,[98345],97,9349455.0,1096.0,1
Homeland Federal Savings Bank,[110343],528,26342284.97,3312.0,1
Homestead Bank,[42137],1028,23391985.61,2558.0,1
Homestead Savings Bank,[79922],83,5589250.0,889.0,1
Hometown Bank,"[89228, 86390]",1653,138058005.56,18304.0,1
"Hometown Bank of Corbin, Inc. d/b/a Hometown Bank",[124504],668,37178693.06999999,6201.0,0
"Hometown Bank, National Association",[69987],731,70595100.0,9376.0,1
Hometown Community Bank,[36764],192,3519083.0,386.0,1
Hometown National Bank,[21632],491,53100692.59,4908.0,1
Honor Bank,[35331],794,58794106.1,7522.0,1
Honor CU,[98710],631,30859271.789999995,4693.0,0
Hoosier Heartland State Bank,[23884],412,15970278.350000001,2236.0,1
Hoosier Hills CU,[96740],515,20074600.0,3220.0,0
Hope Enterprise Corporation,[487365],4867,124557786.75999998,16713.0,0
Hope FCU,[119946],28,12148957.54,1464.0,0
Horizon Bank,"[23955, 42703]",3934,447664409.65,59109.0,1
"Horizon Bank, SSB",[70134],2028,341945386.43999994,34745.0,1
Horizon Community Bank,[292451],910,90397261.06,11887.0,0
Horizon Financial Bank,[52910],270,11089201.059999999,1121.0,1
Houghton State Bank,[25408],456,22191033.93,2446.0,1
Hudson Valley CU,[101526],1402,55130700.0,7690.0,0
Huntingdon Valley Bank,[87216],836,126530329.50999999,11665.0,0
Huron Community Bank,[34506],361,39767067.980000004,5496.0,1
Huron Valley State Bank,[435111],378,43661260.59,5228.0,1
Hyden Citizens Bank,[27134],11,372029.37,56.0,0
Hyperion Bank,[444723],416,36168302.120000005,3701.0,1
I-C FCU,[98323],97,2988900.0,427.0,0
IH Mississippi Valley Credit Union,[95611],460,34410945.0,4495.0,0
"INB, National Association",[21366],701,103254025.39999999,9928.0,1
"INTRUST Bank, National Association",[26663],4322,664726992.26,71178.0,1
"Idaho AgCredit, ACA",[529004],106,4265824.18,549.0,1
Idaho Central CU,[96211],6235,232212772.47,35431.0,0
Idaho First Bank,[436276],4967,685759108.1599998,69702.0,1
Idaho Trust Bank,[124663],301,42216225.0,4556.0,1
Illiana Financial CU,[95731],46,1640608.0,212.0,0
Illini State Bank,[22714],120,13857221.64,1730.0,1
Impact Bank,[25733],108,7352983.9799999995,859.0,1
InBank,[45936],1132,187155877.01000002,17492.0,1
InTouch CU,[109197],91,2320828.77,304.0,0
IncredibleBank,[76755],2448,329137521.53,37536.0,1
Independence Bank,"[41936, 57647]",1378,74190341.15,9730.0,1
Independence Bank of Kentucky,[27217],2768,216977367.0,27139.0,1
Independent Bank,"[122688, 77961, 68987]",12835,1589065380.32,181965.0,1
Independent Development Services Corporation,[188270],39,4965928.15,698.0,0
Indiana Members CU,[96546],624,42376500.0,4872.0,0
Industrial Bank,[16803],215,23723345.26,3534.0,1
Infinity Bank,[518835],105,36034278.980000004,3176.0,1
Inland Bank and Trust,[22771],656,45077233.2,5171.0,0
Inland Valley FCU,[92113],54,2481710.69,375.0,0
Innovations Financial Credit Union,[94541],277,10099005.0,1433.0,1
Inova FCU,[96642],90,4813111.649999999,694.0,0
Insbank,[203681],320,65446200.0,7020.0,1
Insight CU,[94129],135,4239272.35,652.0,0
Institution for Savings In Newburyport and its Vicinity,[33175],691,49065500.0,5179.0,1
Integrity Bank & Trust,[328986],500,32082984.029999994,3688.0,1
Integrity Bank Plus,[38976],160,3475325.26,544.0,1
InterBank,[59179],2959,237676903.42000002,28535.0,1
"Interamerican Bank, FSB",[89740],115,4776856.5,865.0,0
Interaudi Bank,[47612],178,39528318.69000001,4132.0,1
Intercredit Bank National Association,[16940],100,11416454.0,1690.0,0
Interfaith FCU,[92316],239,10137302.7,1798.0,0
International Bank of Chicago,[117945],2389,117893630.7,20036.0,1
International Bank of Commerce,"[69098, 72203, 70700, 512613]",7367,629214545.74,97045.0,1
International Finance Bank,[17472],736,65985510.0,7838.0,1
Interstate Bank,[88608],194,19816655.15,1816.0,1
Intracoastal Bank,[456078],281,22734197.06,3288.0,1
Intuit Financing Inc.,[529029],18341,630024905.0,116714.0,0
"Investar Bank, National Association",[442411],1884,176213398.73,20065.0,1
Investors Community Bank,[121717],81,2113505.38,433.0,1
Inwood National Bank,[69380],1601,291227074.40999997,29266.0,1
Ion Bank,[16333],2816,270096530.32,25897.0,1
Iowa Falls State Bank,[25120],200,10455409.99,1069.0,1
Iowa Savings Bank,[24796],540,22851602.099999998,2338.0,1
Iowa State Bank,"[24774, 25094, 24904, 25433, 24540]",3534,153701976.85,17584.0,1
"Iowa State Bank and Trust Company of Fairfield, Iowa",[24991],447,19541932.669999998,2098.0,0
Iowa State Savings Bank,[24821],367,8197189.0,894.0,1
Iowa Trust & Savings Bank,[24974],216,7809574.3,1165.0,1
Iowa Trust and Savings Bank,[24729],440,10767819.649999999,1315.0,1
Ipava State Bank,[21555],475,11356130.12,1422.0,1
Ireland Bank,[20171],527,19781804.48,3428.0,1
Iroquois Federal Savings & Loan Association,[82803],611,44250955.41,5653.0,0
Isabella Bank,[36147],1695,152829487.37,18879.0,1
Israel Discount Bank of New York,[49407],434,207266225.65000004,16203.0,1
Itasca Bank & Trust Co.,[21562],879,136846853.11,11948.0,1
Itria Ventures LLC,[529471],138595,4318558014.629999,438905.0,0
Ixonia Bank,[76017],473,75318063.61000001,7365.0,1
JD Bank,[28306],1311,108697676.77000001,11929.0,1
"JPMorgan Chase Bank, National Association",[48270],450517,44044601823.83997,7097803.0,1
Jackson County Bank,"[27611, 24181]",616,44609750.66,5879.0,1
James Polk Stone Community Bank,[45931],256,18175624.329999994,3321.0,1
Janesville State Bank,[38264],113,3221545.0,391.0,1
Jarrettsville Federal Savings & Loan Association,[88620],23,1132240.52,194.0,0
Jeanne D' Arc CU,[98374],214,9143388.05,1252.0,0
Jeff Bank,[47348],176,7718772.0,1126.0,1
Jefferson Financial FCU,[97686],198,3432726.91,610.0,0
Jefferson Security Bank,[75400],484,25127958.12,3221.0,1
Jersey State Bank,[21568],351,12832159.89,1716.0,1
Jewett City Savings Bank,[16193],291,19924981.539999995,2492.0,1
Jim Thorpe Neighborhood Bank,[60510],237,10990519.09,1615.0,1
John Marshall Bank,[440839],1071,222578912.71,22978.0,1
Johnson Bank,[77025],2999,744479849.55,70818.0,1
Johnson State Bank,[26023],110,3465535.9,372.0,1
Jonah Bank of Wyoming,[442331],959,88051129.02000001,8886.0,1
Jones Bank,[42634],606,22651538.58,2750.0,1
Jonesboro State Bank,[28321],179,9230034.61,1132.0,1
Jonesburg State Bank,[40681],214,6674482.220000001,722.0,1
Jovia Financial FCU,[102009],308,9100753.25,1037.0,0
Justine Petersen Housing & Reinvestment Corporation,[224496],541,17635241.380000003,4874.0,0
KCB Bank,[26096],684,25253663.09,2781.0,1
"KEB Hana Bank USA, National Association",[110452],1009,48589565.050000004,7508.0,1
"KS Bank, Inc.",[82983],476,38157889.980000004,5954.0,1
KS StateBank,[26148],879,119483722.50999999,15093.0,1
"Kabbage, Inc.",[529113],67276,1888853148.17,282736.0,0
Kalamazoo County State Bank,[36464],171,6652583.319999999,920.0,1
KansasLand Bank,[25664],129,2444945.01,327.0,1
